inclusion	directory	name	phenotype	sex	file	suffix	bgzip	gzip	type	fill_observations	observations	fill_case_control	cases	controls	prevalence_sample	prevalence_population	script	note
1	00000000_neale_2020	00000000_neale_2020_hyperthyroidism_icd	hyperthyroidism	all	icd10-E05-both_sexes.tsv.bgz	.tsv.bgz	1	1	logistic	1	436043	1	2383	433660	0.005	0.034	translate_gwas_00000000_neale_2020_logistic.sh	.
0	00000000_neale_2020	00000000_neale_2020_igf1	insulin_like_growth_factor_1	all	biomarkers-30770-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	418326	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_cholesterol	cholesterol	all	biomarkers-30690-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	420607	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_cholesterol_hdl	cholesterol_hdl	all	biomarkers-30760-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	385023	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_cholesterol_ldl	cholesterol_ldl	all	biomarkers-30780-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	419831	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
1	00000000_neale_2020	00000000_neale_2020_vitamin_d	vitamin_d	all	biomarkers-30890-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	401516	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_testosterone	testosterone	all	biomarkers-30850-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	381081	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_estradiol	estradiol	all	biomarkers-30800-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	67623	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
1	00000000_neale_2020	00000000_neale_2020_shbg	shbg	all	biomarkers-30830-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	381526	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
1	00000000_neale_2020	00000000_neale_2020_albumin	albumin	all	biomarkers-30600-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	385205	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_c_reactive_protein	c_reactive_protein	all	biomarkers-30710-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	419693	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_rheumatoid_factor	rheumatoid_factor	all	biomarkers-30820-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	37017	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_hemoglobin_glycation	hemoglobin_glycation_hba1c	all	biomarkers-30750-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	419434	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
