inclusion	directory	name	phenotype	sex	file	suffix	bgzip	gzip	type	fill_observations	observations	fill_case_control	cases	controls	prevalence_sample	prevalence_population	script	note
1	30643251_liu_2019	30643251_liu_2019_no_ukb	alcohol_consumption	all	DrinksPerWeek.WithoutUKB.txt.gz	.txt.gz	0	0	linear	0	226223	0	NA	NA	NA	NA	translate_gwas_30643251_liu_2019.sh	.
1	30482948_walters_2018	30482948_walters_2018_eur_all	alcohol_dependence	all	pgc_alcdep.eur_discovery.aug2018_release.txt.gz	.txt.gz	0	0	logistic	0	46568	1	11569	34999	0.248	0.159	translate_gwas_30482948_walters_2018_z.sh	.
1	30482948_walters_2018	30482948_walters_2018_eur_unrel_meta	alcohol_dependence	all	pgc_alcdep.eur_unrelated.aug2018_release.txt.gz	.txt.gz	0	0	logistic	0	38686	1	10206	28480	0.264	0.159	translate_gwas_30482948_walters_2018_z.sh	.
1	30482948_walters_2018	30482948_walters_2018_eur_unrel_genotype	alcohol_dependence	all	pgc_alcdep.eur_unrel_genotyped.aug2018_release.txt.gz	.txt.gz	0	0	logistic	0	28757	1	8485	20272	0.295	0.159	translate_gwas_30482948_walters_2018_odds.sh	.
1	30482948_walters_2018_sex	30482948_walters_2018_female	alcohol_dependence	female	pgc_alcdep_eur_female_public.gz	.gz	0	0	logistic	0	8537	1	2504	6033	0.293	0.159	translate_gwas_30482948_walters_2018_odds.sh	.
1	30482948_walters_2018_sex	30482948_walters_2018_male	alcohol_dependence	male	pgc_alcdep_eur_male_public.gz	.gz	0	0	logistic	0	15344	1	5932	9412	0.387	0.159	translate_gwas_30482948_walters_2018_odds.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_thyroid_hormone_all	thyroid_stimulating_hormone_tsh	all	formatted_invnormTSH_overall_150611_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	linear	0	54288	0	NA	NA	NA	NA	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_thyroid_hormone_female	thyroid_stimulating_hormone_tsh	female	formatted_invnormTSH_women_150611_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	linear	0	30236	0	NA	NA	NA	NA	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_thyroid_hormone_male	thyroid_stimulating_hormone_tsh	male	formatted_invnormTSH_men_150611_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	linear	0	24618	0	NA	NA	NA	NA	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_thyroxine_free_all	thyroxine_free_ft4	all	formatted_invnormFT4_overall_150611_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	linear	0	49269	0	NA	NA	NA	NA	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_thyroxine_free_female	thyroxine_free_ft4	female	formatted_invnormFT4_women_150611_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	linear	0	27380	0	NA	NA	NA	NA	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_thyroxine_free_male	thyroxine_free_ft4	male	formatted_invnormFT4_men_150611_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	linear	0	22455	0	NA	NA	NA	NA	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_hypothyroidism	hypothyroidism	all	formatted_incTSH_overall_150602_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	logistic	0	53423	1	3440	49983	0.064	0.117	translate_gwas_30367059_teumer_2018.sh	.
0	30367059_teumer_2018	30367059_teumer_2018_hyperthyroidism	hyperthyroidism	all	formatted_decTSH_overall_150602_invvar1.txt-QCfiltered_GC.txt.gz	.txt.gz	0	0	logistic	0	51823	1	1840	49983	0.036	0.034	translate_gwas_30367059_teumer_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_complement_c4	complement_c4	all	GCST90240770_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_follitropin	follitropin_fsh	all	GCST90241193_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_follistatin	follistatin	all	GCST90241194_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_lutropin	lutropin_lh	all	GCST90241825_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_lutropin_beta	lutropin_beta_lhb	all	GCST90241826_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_parathyrin	parathyrin_pth	all	GCST90242201_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	29875488_sun_2018	29875488_sun_2018_thyroid_peroxidase	thyroid_peroxidase	all	GCST90243019_GRCh37.tsv.gz	.tsv.gz	0	0	linear	1	3301	0	NA	NA	NA	NA	translate_gwas_29875488_sun_2018.sh	.
0	24586183_medici_2014	24586183_medici_2014_thyroid_peroxidase_antibody	thyroid_peroxidase_antibody	all	TPOabGWAS_2014-linear.txt.gz	.txt.gz	0	0	linear	0	12353	0	NA	NA	NA	NA	translate_gwas_24586183_medici_2014.sh	.
0	24586183_medici_2014	24586183_medici_2014_thyroid_peroxidase_reactivity	thyroid_peroxidase_antibody_reactivity	all	TPOabGWAS_2014-casecontrol.txt.gz	.txt.gz	0	0	logistic	0	18297	1	1769	16528	0.097	0.391	translate_gwas_24586183_medici_2014.sh	.
0	00000000_neale_2020	00000000_neale_2020_hypothyroidism_self	hypothyroidism	all	categorical-20002-both_sexes-1226.tsv.bgz	.tsv.bgz	1	1	logistic	1	435946	1	21241	414705	0.049	0.117	translate_gwas_00000000_neale_2020_logistic_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_hypothyroidism_icd	hypothyroidism	all	icd10-E03-both_sexes.tsv.bgz	.tsv.bgz	1	1	logistic	1	438752	1	18276	420476	0.042	0.117	translate_gwas_00000000_neale_2020_logistic.sh	.
0	00000000_neale_2020	00000000_neale_2020_hyperthyroidism_self	hyperthyroidism	all	categorical-20002-both_sexes-1225.tsv.bgz	.tsv.bgz	1	1	logistic	1	435946	1	3331	432615	0.008	0.034	translate_gwas_00000000_neale_2020_logistic.sh	.
0	00000000_neale_2020	00000000_neale_2020_hyperthyroidism_icd	hyperthyroidism	all	icd10-E05-both_sexes.tsv.bgz	.tsv.bgz	1	1	logistic	1	436043	1	2383	433660	0.005	0.034	translate_gwas_00000000_neale_2020_logistic.sh	.
0	00000000_neale_2020	00000000_neale_2020_igf1	insulin_like_growth_factor_1	all	biomarkers-30770-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	418326	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_cholesterol	cholesterol	all	biomarkers-30690-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	420607	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_cholesterol_hdl	cholesterol_hdl	all	biomarkers-30760-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	385023	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_cholesterol_ldl	cholesterol_ldl	all	biomarkers-30780-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	419831	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_vitamin_d	vitamin_d	all	biomarkers-30890-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	401516	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_testosterone	testosterone	all	biomarkers-30850-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	381081	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_estradiol	estradiol	all	biomarkers-30800-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	67623	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_shbg	shbg	all	biomarkers-30830-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	381526	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_albumin	albumin	all	biomarkers-30600-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	385205	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_c_reactive_protein	c_reactive_protein	all	biomarkers-30710-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	419693	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_rheumatoid_factor	rheumatoid_factor	all	biomarkers-30820-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	37017	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
0	00000000_neale_2020	00000000_neale_2020_hemoglobin_glycation	hemoglobin_glycation_hba1c	all	biomarkers-30750-both_sexes-irnt.tsv.bgz	.tsv.bgz	1	1	linear	1	419434	0	NA	NA	NA	NA	translate_gwas_00000000_neale_2020_linear_hq.sh	.
